publication_number,filing_date,publication_date,title,abstract,cpc_codes,cited_patents
US-11783541-B2,20220502,20231010,System and method for estimating depth uncertainty for self-supervised 3D reconstruction,A method for three-dimensional (3D) scene reconstruction by an agent includes estimating an ego-motion of the agent based on a current image from a sequence of images and a previous image from the sequence of images. Each image in the sequence of images may be a two-dimensional (2D) image. The method also includes estimating a depth of the current image via a depth estimation model comprising a group of encoder layers and a group of decoder layers. The method further includes generating a 3D reconstruction of the current image based on the estimated ego-motion and the estimated depth. The method still further includes controlling an action of the agent based on the 3D reconstruction.,G06N3/0464|G06N3/0895|G06N3/091|G06N3/0455|G06N3/04|G06N3/08|G06N3/006|G06N3/08|G06N3/045|G06N3/08|G06N3/04,US-2020118283-A1|US-2020160546-A1|US-2020167941-A1|US-2021183083-A1|US-11341719-B2|
US-11367119-B2,20200124,20220621,Methods and apparatuses for evaluating substitutions made during order fulfillment processes,A system includes a computing device configured to receive order data indicating an order placed by a customer on an e-commerce platform and route the order into a test group or a control group when the order data indicates that the order will be filled by a store participating in the comparison test. The computing device is further configured to apply test features to the order if the order was routed into the test group and apply control features to the order if the order was routed into the control group and determine recommended substitute items based on the test features or the control features. The recommended substitute items are intended to replace items ordered by the customer that are unavailable. The computing device is also configured to determine one or more performance metrics of the test group and the control group.,G06N3/045|G06N3/09|G06N3/0464|G06N3/08,US-2007073580-A1|US-7233914-B1|US-2008288328-A1|US-2009125411-A1|US-2010023340-A1|US-2010262521-A1|US-7890415-B1|US-8090626-B1|US-8577733-B2|US-2014089133-A1|US-8751334-B2|US-8768932-B1|US-2014278627-A1|US-9202246-B1|US-2016063548-A1|US-2016225063-A1|US-2017140403-A1|WO-2017172753-A1|US-2017337523-A1|US-10127596-B1|US-10185984-B2|US-2019378081-A1|US-10685308-B1|US-2021019805-A1||
US-2023169328-A1,20211201,20230601,Multiple Data Labeling Interfaces with a Common Data Infrastructure,"Systems as described herein may provide multiple data labeling interfaces with a common data infrastructure. An annotation system may retrieve data from a plurality of data sources and convert the data to a common schema. The annotation system may train a machine learning classifier to output a plurality of label suggestions, which may be sent to a plurality of data labeling tools. A plurality of labels may be received from the data labeling tools. The annotation system may accordingly export the plurality of labels and the converted data in the common schema to a label database.",G06N3/08|G06N3/091|G06N3/08,US-2021374348-A1
US-2020160097-A1,20191115,20200521,Classification based on characterization analysis methods and systems,"A method at a computing device for classifying elements within an input, the method including breaking the input into a plurality of patches; for each patch: creating a vector output; applying a characterization map to select a classification bin from a plurality of classification bins; and utilizing the selected classification bin to classify the vector output to create a classified output; and compiling the classified output from each patch.",G06N3/04|G06N3/045|G06N3/0464|G06N3/09|G06N3/0464|G06N3/08,
US-2020294217-A1,20200529,20200917,Method and apparatus for video super resolution using convolutional neural network with two-stage motion compensation,"A method and an apparatus are provided. The method includes receiving a video with a first plurality of frames having a first resolution; generating a plurality of warped frames from the first plurality of frames based on a first type of motion compensation; generating a second plurality of frames having a second resolution, wherein the second resolution is of higher resolution than the first resolution, wherein each of the second plurality of frames having the second resolution is derived from a subset of the plurality of warped frames using a convolutional network; and generating a third plurality of frames having the second resolution based on a second type of motion compensation, wherein each of the third plurality of frames having the second resolution is derived from a fusing a subset of the second plurality of frames.",G06N3/0464|G06N3/08,US-2004252230-A1|US-2011057933-A1|US-2013058397-A1|US-9230303-B2|US-2017295354-A1|US-2017337682-A1|US-2018081429-A1|US-2019045193-A1|US-2019068991-A1|US-2019139205-A1|US-2019206026-A1|US-2019228309-A1|US-10776688-B2|US-10785471-B1|US-2021103764-A1
US-2024269566-A1,20240215,20240815,Systems and methods for management of virtual agents,"A method may include: receiving, by a computer program, a user speech or a user action from a user of the computer program, the computer program comprising a virtual agent; identifying a user intent from the user speech or the user action; retrieving saved user-specific memories, static data, and an application state for the computer program; generating a prompt based on the user speech or the user action, the saved user-specific memories, the static data, and the application state; providing the prompt to a text generation module and receiving a suggested action for the virtual agent; converting the suggested action into virtual agent speech and a virtual agent action, wherein the virtual agent outputs the virtual agent speech and takes the virtual agent action; and updating the saved user-specific memories, the static data, and/or the application state with the virtual agent speech and the virtual agent action.",G06N3/006|G06N3/004,US-2007260567-A1|US-2010312995-A1|US-2017206797-A1|US-2018308473-A1|US-2019043239-A1|US-2019164007-A1|US-2019184286-A1|US-2019197402-A1|US-2019205727-A1|US-2019248004-A1|US-10402731-B1|US-2019295306-A1|US-2019340419-A1|US-2020122038-A1|US-2020122040-A1|US-2020145615-A1|US-2020372400-A1|US-2020401576-A1|US-2022036153-A1|US-2022191157-A1
US-12499176-B2,20221118,20251216,High throughput characterization of aggregate particles,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for characterization of aggregate particles. A method includes obtaining, from a set of low fidelity sensors, first sensor data of a first portion of particles; obtaining, from a set of high fidelity sensors, second sensor data of the first portion of particles, the second sensor data comprising a higher fidelity representation of characteristics of the first portion of particles than the first sensor data; training a characterization model using the first sensor data and the second sensor data, the training comprising: providing, as training data to the characterization model, the second sensor data; and processing the second sensor data with the characterization model to correlate the first sensor data with the second sensor data. The first sensor data can indicate shape characteristics of each particle; and the second sensor data indicates a surface area of each particle.",G06N3/08,US-8585786-B2|US-2014259895-A1|US-2016174590-A1|US-9707513-B2|US-9714406-B2|US-2018000108-A1|US-9993799-B2|US-10113952-B2|US-10197747-B2|US-10203434-B2|US-10226817-B2|US-10246379-B2|US-10287439-B2|US-10322371-B2|US-2019303720-A1|US-2020133257-A1|US-10657300-B1|US-10711236-B2|US-10768130-B2|US-10766015-B2|US-2020370001-A1|US-10875288-B2|US-2021004075-A1|US-10898854-B2|US-2021073945-A1|US-10960350-B2|US-10984145-B1|US-2021127701-A1|US-11004037-B1|US-2021162340-A1|US-2021190664-A1|US-2021236989-A1|US-2021356680-A1|US-11181700-B2|WO-2022010399-A1|US-11262488-B2|US-2022127192-A1|US-11344861-B2|US-2022214477-A1|US-2022250028-A1|US-2022261617-A1|US-2022383055-A1|US-11593590-B2||
US-2022027741-A1,20210527,20220127,Unsupervised learning method for general inverse problem and apparatus therefor,"Disclosed are an unsupervised learning method and an apparatus therefor applicable to general inverse problems. An unsupervised learning method applicable to inverse problems includes receiving a training data set and training an unsupervised learning-based neural network generated based on an optimal transport theory and a penalized least square (PLS) approach using the training data set, wherein the receiving of the training data set includes receiving the training data set including unmatched data.",G06N3/045|G06N3/048|G06N3/047|G06N3/045|G06N3/088|G06N3/0475|G06N3/0464|G06N3/094|G06N3/088|G06N3/088|G06N3/088|G06N3/0454|G06N3/045,|
US-2026017988-A1,20250922,20260115,Estimating Autonomous Vehicle Performance Metrics in Real World From Simulation Scenarios,"Evaluating the performance of an autonomous vehicle includes determining a plurality of simulation scenarios, determining a set of features correlated to a performance metric of interest for the autonomous vehicle, executing a simulation for each simulation scenario in the plurality of simulation scenarios, determining, by a machine learning model, a weight for each simulation scenario in the set of simulation scenarios subject to a constraint that a simulated expected value of each feature in the plurality of simulation scenarios falls within a threshold range of an observed expected value of each feature in an operation design domain of interest of the autonomous vehicle, and estimating an expected value of the performance metric of interest of the autonomous vehicle based on the determined weight and the execution of the simulation for each simulation scenario in the plurality of simulation scenarios.",G06N3/08|G06N3/02,
US-2022398146-A1,20220222,20221215,"Information processing apparatus, information processing method, and storage medium","According to one embodiment, an information processing apparatus includes a processing circuit. The processing circuit calculates a first input/output error related to normal data and a second input/output error related to pseudo abnormal data different from the normal data, for each of a plurality of autoencoders having different network structures. The processing circuit outputs relational data indicating a relation between the network structure and the first input/output error and the second input/output error.",G06N3/0455|G06N3/08,WO-2019004350-A1|US-2021398259-A1|KR-102346122-B1|WO-2022075678-A2|US-2022175325-A1
US-2025086885-A1,20230519,20250313,Method and apparatus for rebuilding relightable implicit human body model,"The present invention discloses a method and an apparatus for rebuilding a relightable implicit human body model. A human body is represented as a deformable implicit neural representation, and a geometric shape, material attributes, and ambient lighting of the human body are decomposed to obtain a relightable and drivable implicit human body model. In addition, a volumetric lighting grid including a plurality of spherical Gaussian models is introduced to represent complex lighting with spatial variation, and visible probes capable of changing in position with change in human pose are introduced to record dynamic self-occlusion caused by human motion. With the method, drivable implicit models capable of being used for high-fidelity human body relighting may be generated in cases of sparse video input and even monocular input.",G06N3/045|G06N3/045,
US-11823037-B1,20230228,20231121,Optocoupler-based flexible weights in neuromorphic analog signal processors,"A neuromorphic analog signal processor includes a flexible circuit corresponding to an analog neural network. The flexible circuit includes operational amplifiers, each operational amplifier corresponding to an analog neuron. The flexible circuit also includes photoresistors or photodiodes interconnecting the operational amplifiers, and illumination sources. Each illumination source transmits light to a corresponding photoresistor or photodiode, thereby changing the resistance as a function of brightness of applied light. The flexible circuit also includes control circuits, each control circuit configured to apply a pulse-width modulation corresponding to a weight value, thereby causing pulsed signals at the illumination sources. The flexible circuit also includes a memory circuit coupled to the circuits. The memory circuit is configured to (i) store weight values corresponding to connections of the analog neural network and (ii) supply different weight values to the control circuits for different time periods.",G06N3/0675|G06N3/045|G06N3/0442|G06N3/0464|G06N3/08|G06N3/0675|G06N3/0442|G06N3/045|G06N3/08|G06N3/0464|G06N3/065|G06N3/048|G06N3/0442|G06N3/0464|G06N3/082,US-5047655-A|US-5315163-A|US-7966992-B2|US-2016283842-A1|EP-3663988-A1|US-2021151678-A1|US-2022188628-A1|US-11551071-B2||||||||
